Name          Surname    Final-Average       Finale-Median      Category    
Surname8674   Name8674   3.76                3.60               vargsiukas  
Surname8675   Name8675   6.84                5.80               kietiakas   
Surname8676   Name8676   6.84                6.60               kietiakas   
Surname8677   Name8677   5.04                4.80               kietiakas   
Surname8678   Name8678   7.80                7.80               kietiakas   
Surname8679   Name8679   6.24                6.40               kietiakas   
Surname868    Name868    5.08                5.00               kietiakas   
Surname8680   Name8680   6.32                7.20               kietiakas   
Surname8681   Name8681   2.84                2.60               vargsiukas  
Surname8682   Name8682   4.28                5.00               vargsiukas  
Surname8683   Name8683   5.16                5.00               kietiakas   
Surname8684   Name8684   2.04                1.00               vargsiukas  
Surname8685   Name8685   1.96                1.80               vargsiukas  
Surname8686   Name8686   8.00                8.00               kietiakas   
Surname8687   Name8687   3.84                4.00               vargsiukas  
Surname8688   Name8688   7.68                7.60               kietiakas   
Surname8689   Name8689   4.28                5.00               vargsiukas  
Surname869    Name869    7.92                8.00               kietiakas   
Surname8690   Name8690   3.60                3.60               vargsiukas  
Surname8691   Name8691   4.36                5.00               vargsiukas  
Surname8692   Name8692   6.76                6.60               kietiakas   
Surname8693   Name8693   7.20                7.60               kietiakas   
Surname8694   Name8694   3.00                2.60               vargsiukas  
Surname8695   Name8695   2.60                2.60               vargsiukas  
Surname8696   Name8696   5.32                4.60               kietiakas   
Surname8697   Name8697   5.20                5.20               kietiakas   
Surname8698   Name8698   8.20                8.60               kietiakas   
Surname8699   Name8699   6.88                6.40               kietiakas   
Surname87     Name87     3.32                3.40               vargsiukas  
Surname870    Name870    4.56                4.40               vargsiukas  
Surname8700   Name8700   8.72                8.80               kietiakas   
Surname8701   Name8701   6.60                6.20               kietiakas   
Surname8702   Name8702   4.36                4.20               vargsiukas  
Surname8703   Name8703   3.56                3.40               vargsiukas  
Surname8704   Name8704   3.68                4.00               vargsiukas  
Surname8705   Name8705   6.20                6.60               kietiakas   
Surname8706   Name8706   7.76                7.60               kietiakas   
Surname8707   Name8707   8.56                9.20               kietiakas   
Surname8708   Name8708   8.20                8.20               kietiakas   
Surname8709   Name8709   4.36                5.00               vargsiukas  
Surname871    Name871    6.24                6.00               kietiakas   
Surname8710   Name8710   2.68                2.60               vargsiukas  
Surname8711   Name8711   4.68                5.00               vargsiukas  
Surname8712   Name8712   7.88                7.40               kietiakas   
Surname8713   Name8713   6.20                6.20               kietiakas   
Surname8714   Name8714   3.00                2.60               vargsiukas  
Surname8715   Name8715   7.04                7.60               kietiakas   
Surname8716   Name8716   3.32                3.80               vargsiukas  
Surname8717   Name8717   6.84                7.40               kietiakas   
Surname8718   Name8718   3.48                3.00               vargsiukas  
Surname8719   Name8719   7.72                8.20               kietiakas   
Surname872    Name872    5.52                5.20               kietiakas   
Surname8720   Name8720   6.76                7.00               kietiakas   
