Surname        Name           ND1  ND2  ND3  ND4  ND5  Exam     
Surname9773    Name9773       9    5    5    7    3    8        
Surname9774    Name9774       7    10   4    3    4    9        
Surname9775    Name9775       4    4    1    2    1    10       
Surname9776    Name9776       7    5    1    5    7    4        
Surname9777    Name9777       6    1    3    10   1    8        
Surname9778    Name9778       10   1    7    10   7    7        
Surname9779    Name9779       3    7    10   8    4    6        
Surname9780    Name9780       10   3    1    6    4    9        
Surname9781    Name9781       5    5    8    7    6    1        
Surname9782    Name9782       6    7    4    7    9    5        
Surname9783    Name9783       8    9    9    6    5    9        
Surname9784    Name9784       6    1    1    4    3    4        
Surname9785    Name9785       2    7    1    10   9    5        
Surname9786    Name9786       10   2    7    6    1    7        
Surname9787    Name9787       9    2    1    9    5    7        
Surname9788    Name9788       9    5    6    3    7    1        
Surname9789    Name9789       10   2    1    5    8    9        
Surname9790    Name9790       2    2    2    7    3    4        
Surname9791    Name9791       9    9    9    8    9    10       
Surname9792    Name9792       3    1    6    10   4    3        
Surname9793    Name9793       5    2    9    8    6    6        
Surname9794    Name9794       9    5    9    8    7    2        
Surname9795    Name9795       5    5    8    5    8    4        
Surname9796    Name9796       10   6    5    5    3    8        
Surname9797    Name9797       4    4    2    2    10   7        
Surname9798    Name9798       2    9    4    3    3    6        
Surname9799    Name9799       2    10   3    1    2    9        
Surname9800    Name9800       1    8    7    10   3    3        
Surname9801    Name9801       1    4    7    9    5    5        
Surname9802    Name9802       4    2    9    9    8    10       
Surname9803    Name9803       7    8    4    2    4    1        
Surname9804    Name9804       2    8    1    9    1    9        
Surname9805    Name9805       7    8    8    7    10   3        
Surname9806    Name9806       3    2    7    9    6    8        
Surname9807    Name9807       4    8    1    4    2    7        
Surname9808    Name9808       1    5    7    7    7    4        
Surname9809    Name9809       7    10   8    6    10   7        
Surname9810    Name9810       4    3    4    6    8    8        
Surname9811    Name9811       2    10   8    1    10   9        
Surname9812    Name9812       8    4    1    7    2    6        
Surname9813    Name9813       9    2    1    5    10   2        
Surname9814    Name9814       3    1    7    10   10   4        
Surname9815    Name9815       8    4    10   6    1    6        
Surname9816    Name9816       8    7    3    8    9    3        
Surname9817    Name9817       3    4    9    10   2    4        
Surname9818    Name9818       2    10   9    9    4    10       
Surname9819    Name9819       4    4    3    5    7    6        
Surname9820    Name9820       6    4    4    2    6    1        
Surname9821    Name9821       5    4    8    2    8    9        
Surname9822    Name9822       9    1    5    2    5    10       
Surname9823    Name9823       10   7    9    5    3    3        
Surname9824    Name9824       8    1    1    9    8    3        
Surname9825    Name9825       10   3    8    9    6    5        
Surname9826    Name9826       7    2    7    4    4    3        
Surname9827    Name9827       1    5    6    3    4    10       
Surname9828    Name9828       8    7    2    4    1    6        
Surname9829    Name9829       3    1    9    7    3    5        
Surname9830    Name9830       10   4    10   1    4    1        
Surname9831    Name9831       4    8    5    9    10   3        
Surname9832    Name9832       10   2    6    10   9    10       
Surname9833    Name9833       3    9    9    9    8    7        
Surname9834    Name9834       3    3    2    8    9    7        
Surname9835    Name9835       8    9    8    6    10   8        
Surname9836    Name9836       4    1    2    6    5    10       
Surname9837    Name9837       8    5    4    9    8    1        
Surname9838    Name9838       10   8    7    2    6    6        
Surname9839    Name9839       4    8    3    10   7    10       
Surname9840    Name9840       7    2    8    6    10   4        
Surname9841    Name9841       8    8    4    4    6    7        
Surname9842    Name9842       6    6    10   1    3    7        
Surname9843    Name9843       2    7    2    2    5    10       
Surname9844    Name9844       8    7    8    6    2    3        
Surname9845    Name9845       1    6    10   8    3    5        
Surname9846    Name9846       10   7    8    9    10   2        
Surname9847    Name9847       2    4    1    3    7    6        
Surname9848    Name9848       9    3    9    9    7    9        
Surname9849    Name9849       6    10   7    2    4    7        
Surname9850    Name9850       4    4    6    10   8    6        
Surname9851    Name9851       5    3    5    2    2    8        
Surname9852    Name9852       7    3    4    9    10   3        
Surname9853    Name9853       4    4    4    9    8    9        
Surname9854    Name9854       5    7    1    10   1    4        
Surname9855    Name9855       3    7    3    2    3    4        
Surname9856    Name9856       4    10   6    10   9    3        
Surname9857    Name9857       9    7    3    1    5    1        
Surname9858    Name9858       2    7    3    6    3    4        
Surname9859    Name9859       4    3    3    3    4    5        
Surname9860    Name9860       10   5    10   5    10   9        
Surname9861    Name9861       8    5    10   5    9    7        
Surname9862    Name9862       7    1    9    5    8    7        
Surname9863    Name9863       9    7    2    9    2    7        
Surname9864    Name9864       7    5    7    8    1    9        
Surname9865    Name9865       2    9    7    10   5    10       
Surname9866    Name9866       1    9    4    8    10   4        
Surname9867    Name9867       9    4    7    10   4    9        
Surname9868    Name9868       4    3    3    10   5    4        
Surname9869    Name9869       5    4    1    3    7    10       
Surname9870    Name9870       1    8    4    10   10   6        
Surname9871    Name9871       8    5    3    3    10   5        
Surname9872    Name9872       6    7    9    6    1    3        
Surname9873    Name9873       3    1    9    8    5    2        
Surname9874    Name9874       7    10   10   1    2    1        
Surname9875    Name9875       6    1    6    6    4    6        
Surname9876    Name9876       10   9    7    10   5    3        
Surname9877    Name9877       1    5    3    9    10   4        
Surname9878    Name9878       6    4    2    5    10   5        
Surname9879    Name9879       2    3    2    4    8    3        
Surname9880    Name9880       5    6    10   7    1    1        
Surname9881    Name9881       3    10   4    9    9    10       
Surname9882    Name9882       10   4    4    6    2    7        
Surname9883    Name9883       10   4    1    6    1    9        
